case_id,scenario_id,common_random_group,replication,covariate_seed,treatment_seed,residual_seed,measurement_seed,target_draw_seed,exact_audit_seed,graph_seed,temporal_seed
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,3,198603542,281514491,1596390426,1855714104,1026388182,831419449,621916932,1676431475
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,4,1354440705,1512807275,46195968,570532581,1279974673,1162865046,1610068297,907998038
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,5,672240775,1360624598,1855429897,1465323671,543684952,1383115733,1122826393,559267005
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,6,1336792877,1392109536,1337475071,1896207036,345216853,978778618,371149442,1307637379
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,7,1005967770,67438731,1457395854,1738016013,1131716654,2112604434,1621446442,941678002
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,8,1240605144,1507889732,660026497,1307334296,2035196750,219060361,1199628588,1275940314
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,9,628566766,1883305220,1693994954,877560178,1381953526,1183528864,228339191,939765743
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,10,1144082998,385157061,859815289,1170658729,807856259,2106733891,1530436163,715234543
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,11,749180237,1943640318,121931054,104120092,601767943,1030475978,831357638,188310522
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,12,64537895,1269310473,1564255417,2055511048,399602762,1326935023,1266410477,803265446
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,13,140832746,1939863775,1336016092,1611247636,754027157,465181745,1410613249,876974918
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,14,2078426794,883473006,391321775,1132550694,649041433,1163099643,2071951346,1738211058
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,15,1234514130,1942304602,9717385,570751425,34940431,2047231330,527462386,1014120382
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,16,1291470407,426733300,187094764,1939221239,2066677573,1018247826,156182238,761958317
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,17,1230780505,1212498163,370594447,282228181,1701904787,717656023,541536063,1940036695
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,18,294636000,2070703465,640797572,135385518,404419824,1400211601,1377249441,1196470705
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,19,384929789,11636919,1068811624,281423094,909617466,715254589,1790902212,2045244199
MDB_S5_POOR_OVERLAP,S5,MDB_S5_POOR_OVERLAP,20,1081893717,1768243921,78113677,1053337614,450985426,693037279,399677822,1130291830
MDB_S6_ROOK,S6,MDB_S6_COMMON,1,1461766694,454563717,1535475281,1716595488,1757001640,1863166869,1519722973,393082695
MDB_S6_ROOK,S6,MDB_S6_COMMON,2,138277404,503834600,1616035966,1954183676,1484565760,477592682,1446844935,720577726
MDB_S6_ROOK,S6,MDB_S6_COMMON,3,2029494289,1429528276,1382608271,1274410918,295524114,1362422852,1469780054,671981305
MDB_S6_ROOK,S6,MDB_S6_COMMON,4,977028046,677136723,699069769,1958673666,534480908,1796930599,1130736159,124075518
MDB_S6_ROOK,S6,MDB_S6_COMMON,5,1047233352,853509586,1566844976,979524464,135549148,1540603012,286538710,2095036798
MDB_S6_ROOK,S6,MDB_S6_COMMON,6,647674808,1430269447,411625978,14587274,224580443,225729975,1861097351,1106217056
MDB_S6_ROOK,S6,MDB_S6_COMMON,7,483412544,127821954,188064125,853805940,24750339,13659951,2031475080,542006560
MDB_S6_ROOK,S6,MDB_S6_COMMON,8,696587502,1260224238,1910646363,1987156598,1267260759,943451080,1268325886,1353313896
MDB_S6_ROOK,S6,MDB_S6_COMMON,9,843609424,974447054,1373755267,1441764579,168415089,214392273,1980065791,734519467
MDB_S6_ROOK,S6,MDB_S6_COMMON,10,1008472127,206691016,223044389,1527349229,455792657,2031377478,626066565,262635822
MDB_S6_ROOK,S6,MDB_S6_COMMON,11,1671698722,1899580770,2055811395,1577134098,1912639586,1565492911,1299758322,1113264032
MDB_S6_ROOK,S6,MDB_S6_COMMON,12,1672120217,1969933427,931778645,80099476,74807838,850073867,179947024,69060920
MDB_S6_ROOK,S6,MDB_S6_COMMON,13,139729493,632191619,2078728310,1467746744,2065051530,1461602813,1856107668,1213942616
MDB_S6_ROOK,S6,MDB_S6_COMMON,14,1766424408,532354236,2103376567,2065580844,1825197800,766351490,826732124,848166221
MDB_S6_ROOK,S6,MDB_S6_COMMON,15,1295350249,919094525,90032614,1016095263,1851371399,1713123643,1192890802,604132999
MDB_S6_ROOK,S6,MDB_S6_COMMON,16,1185997051,1239665737,297490552,2102694133,805443065,1364082850,1618178970,1508182904
MDB_S6_ROOK,S6,MDB_S6_COMMON,17,81603410,709584965,763871703,1164355404,783038864,1492783321,418803026,623256341
MDB_S6_ROOK,S6,MDB_S6_COMMON,18,1620595690,534360474,249554955,1496712413,960176449,114348034,173301661,1318499168
MDB_S6_ROOK,S6,MDB_S6_COMMON,19,1578853952,158065852,2132326640,582554110,1944580010,1807857991,555985955,1162681349
MDB_S6_ROOK,S6,MDB_S6_COMMON,20,417856677,1003809384,1888302239,1540712415,2011673176,1474493647,22363529,2142614219
MDB_S6_OMIT50,S6,MDB_S6_COMMON,1,1461766694,454563717,1535475281,1716595488,1757001640,1863166869,1519722973,393082695
MDB_S6_OMIT50,S6,MDB_S6_COMMON,2,138277404,503834600,1616035966,1954183676,1484565760,477592682,1446844935,720577726
MDB_S6_OMIT50,S6,MDB_S6_COMMON,3,2029494289,1429528276,1382608271,1274410918,295524114,1362422852,1469780054,671981305
MDB_S6_OMIT50,S6,MDB_S6_COMMON,4,977028046,677136723,699069769,1958673666,534480908,1796930599,1130736159,124075518
MDB_S6_OMIT50,S6,MDB_S6_COMMON,5,1047233352,853509586,1566844976,979524464,135549148,1540603012,286538710,2095036798
MDB_S6_OMIT50,S6,MDB_S6_COMMON,6,647674808,1430269447,411625978,14587274,224580443,225729975,1861097351,1106217056
MDB_S6_OMIT50,S6,MDB_S6_COMMON,7,483412544,127821954,188064125,853805940,24750339,13659951,2031475080,542006560
MDB_S6_OMIT50,S6,MDB_S6_COMMON,8,696587502,1260224238,1910646363,1987156598,1267260759,943451080,1268325886,1353313896
MDB_S6_OMIT50,S6,MDB_S6_COMMON,9,843609424,974447054,1373755267,1441764579,168415089,214392273,1980065791,734519467
MDB_S6_OMIT50,S6,MDB_S6_COMMON,10,1008472127,206691016,223044389,1527349229,455792657,2031377478,626066565,262635822
MDB_S6_OMIT50,S6,MDB_S6_COMMON,11,1671698722,1899580770,2055811395,1577134098,1912639586,1565492911,1299758322,1113264032
MDB_S6_OMIT50,S6,MDB_S6_COMMON,12,1672120217,1969933427,931778645,80099476,74807838,850073867,179947024,69060920
MDB_S6_OMIT50,S6,MDB_S6_COMMON,13,139729493,632191619,2078728310,1467746744,2065051530,1461602813,1856107668,1213942616
MDB_S6_OMIT50,S6,MDB_S6_COMMON,14,1766424408,532354236,2103376567,2065580844,1825197800,766351490,826732124,848166221
MDB_S6_OMIT50,S6,MDB_S6_COMMON,15,1295350249,919094525,90032614,1016095263,1851371399,1713123643,1192890802,604132999
MDB_S6_OMIT50,S6,MDB_S6_COMMON,16,1185997051,1239665737,297490552,2102694133,805443065,1364082850,1618178970,1508182904
MDB_S6_OMIT50,S6,MDB_S6_COMMON,17,81603410,709584965,763871703,1164355404,783038864,1492783321,418803026,623256341
MDB_S6_OMIT50,S6,MDB_S6_COMMON,18,1620595690,534360474,249554955,1496712413,960176449,114348034,173301661,1318499168
MDB_S6_OMIT50,S6,MDB_S6_COMMON,19,1578853952,158065852,2132326640,582554110,1944580010,1807857991,555985955,1162681349
MDB_S6_OMIT50,S6,MDB_S6_COMMON,20,417856677,1003809384,1888302239,1540712415,2011673176,1474493647,22363529,2142614219
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,1,557682156,1940817027,1890867610,263742723,1848284909,319620252,785328704,1971667771
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,2,1480448575,677865156,1252833707,1612438300,487377947,781524254,924711082,555594062
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,3,1802060095,449149530,547506133,748443397,862643952,2049031842,2047417055,1410084057
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,4,722890623,145109391,57862221,548109939,649847262,41110983,85818848,511555721
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,5,525967627,907094453,2142443817,1091921946,1288992654,1608661718,2087521636,1572588637
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,6,344039701,444278835,115529579,1088060880,626410749,548137832,1276090296,795520600
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,7,608833108,695032534,148452189,2047109948,1331665666,1180509738,282562545,616943668
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,8,2035373370,1120262452,1319492789,387574497,1537798393,1110686813,24699065,1320424916
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,9,775656416,984360768,1043133285,1383511038,114752928,330136269,515845019,1692664284
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,10,1779830796,1461308905,1228776253,921411406,1097638399,1100073222,252173487,639986004
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,11,2133267072,2078044306,1976291944,1835820199,192785304,630479140,1429503065,28578905
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,12,2543863,2042418762,1268711945,1949163085,1429704938,1062422754,1519916506,1498590603
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,13,807537944,853560569,412788999,127520775,1950508966,1400398810,1708261794,148173410
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,14,1402849738,589196177,1552167116,1588890674,1735028436,2123436526,370893245,1470656854
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,15,1609420018,1930528622,2131706287,278374459,1667761131,1385772748,1301281269,1378024713
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,16,955666424,2112141013,1658186415,1730578024,1259419963,381985014,133915583,2081852592
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,17,2001944462,1854869984,1340091564,322210512,1820333195,680269486,1776484409,1993765912
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,18,26924933,1197653150,1675383684,2047970285,667831040,1095768669,1889163707,1356280952
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,19,466237202,1735982458,1092921306,2141543001,860215135,2067243980,2094120055,1443546552
MDB_S7_EXCHANGEABLE,S7,MDB_S7_EXCHANGEABLE,20,714236849,1159375471,1696804177,1499006997,804275145,1525122866,767064537,797271386
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,1,1665487551,734365865,346413831,61566935,2107883781,179076100,1051496975,597881847
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,2,1965796248,1226660425,1221174029,1219153265,2030380605,1707078784,1524131571,2098270485
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,3,211232585,294846954,1449522216,34302043,470056954,1815374879,2144030269,1892002572
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,4,1198209130,938212096,457041343,1415231922,1228000639,708125936,50923074,1860909492
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,5,1166584774,1290431933,111279485,272695764,1541436354,1421154269,189377965,212986192
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,6,2102870780,1003619532,1450242250,1245754710,937955008,591584517,2018559211,234078156
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,7,773650479,1061691402,1476282313,2090835577,1251845031,652456642,204693967,1721000599
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,8,417703237,999021698,1095262458,1670748910,615768121,1906192882,172716760,1826490515
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,9,1544191010,929550919,2091548754,1295971369,603710716,1472073427,1928781090,600495697
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,10,762692509,624915020,1071883259,1112422465,93010322,92265042,1926793074,1846593288
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,11,910303749,1361080357,1503579772,1979046995,363201471,662442870,1393288719,204714575
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,12,927712929,1177733413,806587635,334200021,2004049550,1275030632,367549923,1559184224
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,13,288662775,1802671192,527322402,1611376033,803892983,1708941435,1824835977,462251523
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,14,1081950956,1836309129,713034936,2129683359,1792782984,531861533,1612323922,1527556782
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,15,287176141,370593389,1750104974,1631322588,1977374863,15591348,276460898,1946263811
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,16,1797371566,2096586375,1462751323,1131228417,1309935725,1130410474,1492901062,1553377271
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,17,584695858,213282829,920685930,1950483286,532442815,91404294,1456457641,1799387253
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,18,497942103,488940924,1888444975,1659018804,692526303,211004009,1371591483,2141615942
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,19,1846866357,1977317373,2025194655,1153296383,1865309216,559924591,852174978,388250824
MDB_S8_SEVERE_TAIL,S8,MDB_S8_SEVERE_TAIL,20,1485301100,871126744,1402342925,983910677,2070697732,1865526614,198815519,1055528053
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,1,236094911,931136609,675643872,1059972505,1581336114,229196943,566561134,1836389964
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,2,711378348,812481636,379755322,1711611958,1607390335,865373202,517587724,2039192829
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,3,2096134075,397829281,900781529,342744518,2081948524,164915247,1273970344,793471545
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,4,109381898,206755151,2048758336,52041086,1514217520,823946064,935753539,495616629
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,5,75447611,1232547991,429488466,244100399,1382294381,152545502,441410063,720209601
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,6,362212530,402914694,184912076,1902478364,828018980,1113375021,1619604089,1463905571
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,7,1703915870,842730123,1231870547,39181044,34692560,1930838157,184442025,1474653516
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,8,735403837,303723870,204654706,539107667,1171344615,1795920634,1549982665,1836480278
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,9,854738263,775189776,493052077,203396514,1848036073,1679398329,1733431368,809259658
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,10,821347941,984509749,297910463,1443996333,746115722,183621657,735914334,1864135652
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,11,1562392607,1820427431,1443478664,1538938907,1941237291,503114994,122853943,382591974
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,12,1346991877,350643586,50438559,583086470,847433563,664551777,106862170,1739768061
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,13,1863926960,758683180,1559470851,1048837100,85448193,1264070521,1245399308,1083408363
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,14,499206973,13361926,1557806295,1790665281,1472498888,1482224507,427895716,845986780
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,15,2126861576,737522002,1405206518,1609169240,578593040,1338235616,367950085,942281036
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,16,1965553547,1167856895,1131746008,1306971878,1038011622,497204790,312898185,1129809566
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,17,527734885,1185775257,356014382,1358755482,1868191633,1906432998,381689501,1284150276
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,18,1089091341,705311359,1353080266,1523503303,525754761,115053722,914820776,893906308
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,19,979389668,835985194,153502374,1448952950,1920107106,1259433139,1867123474,1459191264
MDB_S8_SMALL_CAL,S8,MDB_S8_SMALL_CAL,20,968061209,1278784276,889510927,906889134,1560220826,1240107047,380797590,1115894328
MDB_S9_RANDOM,S9,MDB_S9_COMMON,1,1233383380,165160513,1986666431,998940230,141634458,1032311,379445507,2116200913
MDB_S9_RANDOM,S9,MDB_S9_COMMON,2,1148371727,1559540121,1897686838,477423691,902266765,940603861,1675823061,1390134430
MDB_S9_RANDOM,S9,MDB_S9_COMMON,3,1264611774,853196714,1749222625,2014271169,133089756,784872726,839270848,1463692533
MDB_S9_RANDOM,S9,MDB_S9_COMMON,4,505252228,1174279370,994057357,480793393,1898316136,3147630,1455315090,703719994
MDB_S9_RANDOM,S9,MDB_S9_COMMON,5,1040156466,1711918285,2105710450,1490582898,896181212,1458442729,454129991,892226780
MDB_S9_RANDOM,S9,MDB_S9_COMMON,6,876597083,791582569,29637759,998891851,1083663226,1597513029,1519514988,1663479482
MDB_S9_RANDOM,S9,MDB_S9_COMMON,7,535888490,1150790731,49065580,1103174890,1547371112,809628078,1573051353,831598520
MDB_S9_RANDOM,S9,MDB_S9_COMMON,8,66620682,519531351,1699521904,1603082837,907694403,291266356,528588585,425359706
MDB_S9_RANDOM,S9,MDB_S9_COMMON,9,1997756681,2012777326,647521725,1494102224,822043612,418762475,1939200351,550457549
MDB_S9_RANDOM,S9,MDB_S9_COMMON,10,1181914121,104362081,102417436,1811692345,1664685414,425341133,827204194,1107829707
MDB_S9_RANDOM,S9,MDB_S9_COMMON,11,409240798,674148211,1468620428,408176692,1900219195,2134138197,450983043,242649524
MDB_S9_RANDOM,S9,MDB_S9_COMMON,12,2104317057,387801305,1211317636,1792337897,653462594,1600093329,72716302,1738240826
MDB_S9_RANDOM,S9,MDB_S9_COMMON,13,1175552589,1654879590,2079608896,1742676154,994699423,1910111829,519829083,953945654
MDB_S9_RANDOM,S9,MDB_S9_COMMON,14,216902140,327693952,1756144927,274106263,1534878631,1517648616,1328745260,1731064556
MDB_S9_RANDOM,S9,MDB_S9_COMMON,15,1546467379,1440216621,2104033852,1517464690,2063763552,1494789900,782721532,188893106
MDB_S9_RANDOM,S9,MDB_S9_COMMON,16,1109991137,492656987,1009515173,368194336,244352233,2069973704,747706603,697974439
MDB_S9_RANDOM,S9,MDB_S9_COMMON,17,833502893,2084853878,1819002625,1756973474,1617441598,1729198174,589871154,2025763345
MDB_S9_RANDOM,S9,MDB_S9_COMMON,18,1192080403,873405038,994794415,1222491281,712380261,2096200975,1507695457,883058734
MDB_S9_RANDOM,S9,MDB_S9_COMMON,19,1362699347,1168699464,1348514357,575747501,824872549,2011421548,1554517260,1205940423
MDB_S9_RANDOM,S9,MDB_S9_COMMON,20,1430083759,57872359,652941827,1656486311,915864760,1617270599,1905441231,1605262457
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,1,1233383380,165160513,1986666431,998940230,141634458,1032311,379445507,2116200913
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,2,1148371727,1559540121,1897686838,477423691,902266765,940603861,1675823061,1390134430
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,3,1264611774,853196714,1749222625,2014271169,133089756,784872726,839270848,1463692533
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,4,505252228,1174279370,994057357,480793393,1898316136,3147630,1455315090,703719994
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,5,1040156466,1711918285,2105710450,1490582898,896181212,1458442729,454129991,892226780
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,6,876597083,791582569,29637759,998891851,1083663226,1597513029,1519514988,1663479482
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,7,535888490,1150790731,49065580,1103174890,1547371112,809628078,1573051353,831598520
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,8,66620682,519531351,1699521904,1603082837,907694403,291266356,528588585,425359706
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,9,1997756681,2012777326,647521725,1494102224,822043612,418762475,1939200351,550457549
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,10,1181914121,104362081,102417436,1811692345,1664685414,425341133,827204194,1107829707
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,11,409240798,674148211,1468620428,408176692,1900219195,2134138197,450983043,242649524
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,12,2104317057,387801305,1211317636,1792337897,653462594,1600093329,72716302,1738240826
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,13,1175552589,1654879590,2079608896,1742676154,994699423,1910111829,519829083,953945654
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,14,216902140,327693952,1756144927,274106263,1534878631,1517648616,1328745260,1731064556
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,15,1546467379,1440216621,2104033852,1517464690,2063763552,1494789900,782721532,188893106
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,16,1109991137,492656987,1009515173,368194336,244352233,2069973704,747706603,697974439
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,17,833502893,2084853878,1819002625,1756973474,1617441598,1729198174,589871154,2025763345
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,18,1192080403,873405038,994794415,1222491281,712380261,2096200975,1507695457,883058734
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,19,1362699347,1168699464,1348514357,575747501,824872549,2011421548,1554517260,1205940423
MDB_S9_TREATMENT05,S9,MDB_S9_COMMON,20,1430083759,57872359,652941827,1656486311,915864760,1617270599,1905441231,1605262457
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,1,1233383380,165160513,1986666431,998940230,141634458,1032311,379445507,2116200913
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,2,1148371727,1559540121,1897686838,477423691,902266765,940603861,1675823061,1390134430
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,3,1264611774,853196714,1749222625,2014271169,133089756,784872726,839270848,1463692533
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,4,505252228,1174279370,994057357,480793393,1898316136,3147630,1455315090,703719994
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,5,1040156466,1711918285,2105710450,1490582898,896181212,1458442729,454129991,892226780
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,6,876597083,791582569,29637759,998891851,1083663226,1597513029,1519514988,1663479482
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,7,535888490,1150790731,49065580,1103174890,1547371112,809628078,1573051353,831598520
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,8,66620682,519531351,1699521904,1603082837,907694403,291266356,528588585,425359706
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,9,1997756681,2012777326,647521725,1494102224,822043612,418762475,1939200351,550457549
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,10,1181914121,104362081,102417436,1811692345,1664685414,425341133,827204194,1107829707
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,11,409240798,674148211,1468620428,408176692,1900219195,2134138197,450983043,242649524
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,12,2104317057,387801305,1211317636,1792337897,653462594,1600093329,72716302,1738240826
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,13,1175552589,1654879590,2079608896,1742676154,994699423,1910111829,519829083,953945654
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,14,216902140,327693952,1756144927,274106263,1534878631,1517648616,1328745260,1731064556
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,15,1546467379,1440216621,2104033852,1517464690,2063763552,1494789900,782721532,188893106
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,16,1109991137,492656987,1009515173,368194336,244352233,2069973704,747706603,697974439
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,17,833502893,2084853878,1819002625,1756973474,1617441598,1729198174,589871154,2025763345
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,18,1192080403,873405038,994794415,1222491281,712380261,2096200975,1507695457,883058734
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,19,1362699347,1168699464,1348514357,575747501,824872549,2011421548,1554517260,1205940423
MDB_S9_TREATMENT10,S9,MDB_S9_COMMON,20,1430083759,57872359,652941827,1656486311,915864760,1617270599,1905441231,1605262457
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,1,1233383380,165160513,1986666431,998940230,141634458,1032311,379445507,2116200913
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,2,1148371727,1559540121,1897686838,477423691,902266765,940603861,1675823061,1390134430
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,3,1264611774,853196714,1749222625,2014271169,133089756,784872726,839270848,1463692533
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,4,505252228,1174279370,994057357,480793393,1898316136,3147630,1455315090,703719994
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,5,1040156466,1711918285,2105710450,1490582898,896181212,1458442729,454129991,892226780
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,6,876597083,791582569,29637759,998891851,1083663226,1597513029,1519514988,1663479482
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,7,535888490,1150790731,49065580,1103174890,1547371112,809628078,1573051353,831598520
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,8,66620682,519531351,1699521904,1603082837,907694403,291266356,528588585,425359706
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,9,1997756681,2012777326,647521725,1494102224,822043612,418762475,1939200351,550457549
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,10,1181914121,104362081,102417436,1811692345,1664685414,425341133,827204194,1107829707
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,11,409240798,674148211,1468620428,408176692,1900219195,2134138197,450983043,242649524
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,12,2104317057,387801305,1211317636,1792337897,653462594,1600093329,72716302,1738240826
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,13,1175552589,1654879590,2079608896,1742676154,994699423,1910111829,519829083,953945654
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,14,216902140,327693952,1756144927,274106263,1534878631,1517648616,1328745260,1731064556
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,15,1546467379,1440216621,2104033852,1517464690,2063763552,1494789900,782721532,188893106
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,16,1109991137,492656987,1009515173,368194336,244352233,2069973704,747706603,697974439
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,17,833502893,2084853878,1819002625,1756973474,1617441598,1729198174,589871154,2025763345
MDB_S9_SUBSTRATE,S9,MDB_S9_COMMON,18,1192080403,873405038,994794415,1222491281,712380261,2096200975,1507695457,883058734
